Profile Name,Title,Date,Model name,Model Colour,Verified,Review Text,Votes,Helpful,Review Total,Number of comments
Althuaf S.,Still a value for money FLAGSHIP KILLER.,4 November 2018,Size: 8+128 GB,Colour: Midnight Black,Verified Purchase,OMG I can't believe my eyes..... Its Incredibly awesome phone. The midnight black is Looking so finished and premium in hand. Amazing features. I feel like I developed the phone. Everything is customisable. Only con is that the headphone jack. But it doesn't matter for me. Overall its still a value for money FLAGSHIP KILLER.; OMG I can't believe my eyes..... Its Incredibly awesome phone. The midnight black is Looking so finished and premium in hand. Amazing features. I feel like I developed the phone. Everything is customisable. Only con is that the headphone jack. But it doesn't matter for me. Overall its still a value for money FLAGSHIP KILLER.,,Helpful,0,Comment
Ankit Diwan,Great,4 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,Great; Great,,Helpful,0,Comment
SAM,An Excellent smart phone,4 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,"Simply superb.
Camera, display, battery all will fulfil your regular expectations
Not need to look for second one at least for 1 year.
Over and above all these stock like android experience is the best feature of One Plus One.; Simply superb.; Camera, display, battery all will fulfil your regular expectations; Not need to look for second one at least for 1 year.; Over and above all these stock like android experience is the best feature of One Plus One.",,Helpful,0,Comment
NMD Prasad,6T,4 November 2018,Size: 8+256 GB,Colour: Midnight Black,Verified Purchase,Absolutely amazing phone!!!; Absolutely amazing phone!!!,,Helpful,2,2 Comments
Amazon Customer,Go for One plus 6 T,4 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,Yes the product met my expectations. Battery backup is good. Excellent camera picture quality. Finger print sensor is amazing. It's worth for money.; Yes the product met my expectations. Battery backup is good. Excellent camera picture quality. Finger print sensor is amazing. It's worth for money.,,Helpful,1,1 Comment
Kush lochawala,Best smartphone,4 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,Camera work comparatively compromising with iphones else best flagship phone yet; Camera work comparatively compromising with iphones else best flagship phone yet,5 people found this helpful,Helpful,2,2 Comments
klknow,Dead on arrival,4 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,"I charged the phone completely out of the box and then turned it on. It went to the Oneplus logo screen but did nothing after that. No buttons work, no combinations of any buttons do anything to take it out of logo screen, it won't even turn off. Amazon won't allow return until technician looks at the phone??? Oneplus support said take it to a service center but couldn't tell me the closest one. Really disappointed in lack of support form both companies for a brand new product and release. I'm sure they will now try to push a replacement but I'm not really interested in the product anymore.; I charged the phone completely out of the box and then turned it on. It went to the Oneplus logo screen but did nothing after that. No buttons work, no combinations of any buttons do anything to take it out of logo screen, it won't even turn off. Amazon won't allow return until technician looks at the phone??? Oneplus support said take it to a service center but couldn't tell me the closest one. Really disappointed in lack of support form both companies for a brand new product and release. I'm sure they will now try to push a replacement but I'm not really interested in the product anymore.",14 people found this helpful,Helpful,1,1 Comment
ansalvi,One plus 6T,4 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,Good product.amazing experience; Good product.amazing experience,One person found this helpful,Helpful,0,Comment
Aniket Sawant,Blazing fast,4 November 2018,Size: 8+256 GB,Colour: Midnight Black,Verified Purchase,"Being an iPhone user this jump was a bit apprehensive at first, but when I received this device and started using it, I simply fell in love with it. I'd choose OnePlus over apple anytime. Sorry apple; Being an iPhone user this jump was a bit apprehensive at first, but when I received this device and started using it, I simply fell in love with it. I'd choose OnePlus over apple anytime. Sorry apple",,Helpful,0,Comment
Akash,The Deadliest Oneplus till date !!!!!!!!!,4 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,"I ordered the phone on 1st November 2018. Got it delivered on the same day itself
Tremendous improvement by Oneplus in terms of Camera Quality. The night mode photos are brilliant.
The inDisplay finger print sensor is fast and accurate
The notch in beautifully designed and will make you likeeeee the phone even more; I ordered the phone on 1st November 2018. Got it delivered on the same day itself; Tremendous improvement by Oneplus in terms of Camera Quality. The night mode photos are brilliant.; The inDisplay finger print sensor is fast and accurate; The notch in beautifully designed and will make you likeeeee the phone even more",One person found this helpful,Helpful,0,Comment
Rajkumar Rajput,Must buy product,4 November 2018,Size: 8+128 GB,Colour: Midnight Black,Verified Purchase,"Best phone ever, superb speed, in display fingerprint is the best 😘; Best phone ever, superb speed, in display fingerprint is the best 😘",19 people found this helpful,Helpful,0,Comment
Sukhdev lila,"Never settle ,fully satisfied",4 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,Such a nice phone excellent build quality superb performance better view angle classic group comfortable so smooth never settle satisfied with phone; Such a nice phone excellent build quality superb performance better view angle classic group comfortable so smooth never settle satisfied with phone,,Helpful,0,Comment
Rachana,Amazing phone,4 November 2018,Size: 8+128 GB,Colour: Midnight Black,Verified Purchase,"What an amazing phone. I have used iphone for years but the experience of this phone is simply awesome.
What i loved :
1) Speed
2) Design
3) OS
4) Usability
5) Brilliant Camera
I think for 44k it is a steal as compared with Iphone XS Max.; What an amazing phone. I have used iphone for years but the experience of this phone is simply awesome.; What i loved :; 1) Speed; 2) Design; 3) OS; 4) Usability; 5) Brilliant Camera; I think for 44k it is a steal as compared with Iphone XS Max.",,Helpful,0,Comment
suraj nayak,Doesn't match the oneplus standard,4 November 2018,Size: 8+128 GB,Colour: Mirror Black,Verified Purchase,Battery sucks.. 6 was much better than 6T hands down. I feel most of the reviews are paid reviews. I have been a proud owner of oneplus products but i am really disappointed in 6t. The battery won't last for a day even with minimal usage.; Battery sucks.. 6 was much better than 6T hands down. I feel most of the reviews are paid reviews. I have been a proud owner of oneplus products but i am really disappointed in 6t. The battery won't last for a day even with minimal usage.,13 people found this helpful,Helpful,1,1 Comment
devendra,Super flash,4 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,The flash; The flash,,Helpful,0,Comment
Srushti,Speaker not working,4 November 2018,Size: 8+128 GB,Colour: Mirror Black,Verified Purchase,"Speaker is not working, not happy with the product. I have placed request for replacement but haven't received any confirmation from Amazon yet. Very disappointed.; Speaker is not working, not happy with the product. I have placed request for replacement but haven't received any confirmation from Amazon yet. Very disappointed.",9 people found this helpful,Helpful,1,1 Comment
Ram,Awesome mobile,4 November 2018,Size: 8+128 GB,Colour: Mirror Black,Verified Purchase,Wow just a awesome mobile love it too too good its awesome.... thanks one plus team; Wow just a awesome mobile love it too too good its awesome.... thanks one plus team,,Helpful,0,Comment
Amazon Customer,Not satisfied with product,4 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,"Mobile is too good , but product i received faulty , on 2 nd day I connected to charging by keeping g switch off and change sim card . it cant switched on . I placed immediately replacement order and Amazon take it properly. Thanks Amazon. But now I cancelled and all order.; Mobile is too good , but product i received faulty , on 2 nd day I connected to charging by keeping g switch off and change sim card . it cant switched on . I placed immediately replacement order and Amazon take it properly. Thanks Amazon. But now I cancelled and all order.",3 people found this helpful,Helpful,2,2 Comments
Jai,Go for it.,4 November 2018,Size: 8+128 GB,Colour: Midnight Black,Verified Purchase,Happy with the performance!; Happy with the performance!,,Helpful,0,Comment
Amazon Customer,Value for money,4 November 2018,Size: 8+128 GB,Colour: Mirror Black,Verified Purchase,Extremely fast but lacks in the camera department; Extremely fast but lacks in the camera department,,Helpful,1,1 Comment
Amazon Customer,Good job one plus,4 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,Great phone. One plus has done good work by increaseing the battery size. Display is excellent. The only thing missing is the notification light.; Great phone. One plus has done good work by increaseing the battery size. Display is excellent. The only thing missing is the notification light.,,Helpful,0,Comment
Krishna tambe,Perfect flagship device in midrange,4 November 2018,Size: 8+128 GB,Colour: Mirror Black,Verified Purchase,Beautiful camera & beast performance go for it 👌; Beautiful camera & beast performance go for it 👌,,Helpful,0,Comment
Amazon Customer,Superb creation,4 November 2018,Size: 8+128 GB,Colour: Mirror Black,Verified Purchase,One of the best one plus device till now. Amazing speed and user friendly.; One of the best one plus device till now. Amazing speed and user friendly.,,Helpful,0,Comment
Santosh,Excellent mobile.,4 November 2018,Size: 8+128 GB,Colour: Midnight Black,Verified Purchase,"Excellent mobile with good camera features, smooth to handle with 8gigs ram. Asusuall best build quality by OnePlus.; Excellent mobile with good camera features, smooth to handle with 8gigs ram. Asusuall best build quality by OnePlus.",,Helpful,0,Comment
vijayshekhar,OnePlus 6T an amazing device,4 November 2018,Size: 8+128 GB,Colour: Mirror Black,Verified Purchase,I have been using 6T since 2 days now. It's been a wonderful experience. Amazon kept it's 1 day delivery promise. I am really happy own a phone with such a powerful cpu and amazing speed. Thanks OnePlus and Amazon; I have been using 6T since 2 days now. It's been a wonderful experience. Amazon kept it's 1 day delivery promise. I am really happy own a phone with such a powerful cpu and amazing speed. Thanks OnePlus and Amazon,,Helpful,0,Comment
Amazon Customer,Good,4 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,Good; Good,,Helpful,0,Comment
taranjeet singh,Excellent phone but Fingerprint scanner is not good and not trustable,4 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,Awesome phone but I was once able to unlock phone with my index finger which I never registered with phone.; Awesome phone but I was once able to unlock phone with my index finger which I never registered with phone.,,Helpful,0,Comment
Manish,Excellent phone,4 November 2018,Size: 8+128 GB,Colour: Mirror Black,Verified Purchase,Excellent phone; Excellent phone,,Helpful,0,Comment
avneet,Power-packed but pricey,4 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,"Took the plunge and upgraded from my perfectly fine oneplus 3t. I was looking for a camera, storage and battery upgrade so 6t checks all the boxes. I miss the headphone jack as it's an inconvenience to carry that usb dongle everywhere. It comes installed with android pie and man it's buttery smooth. Thanks to oneplus community, software and user experience is something which oneplus takes very seriously. In screen Fingerprint sensor is pretty good but not quite as fast as the physical sensor. However the difference is minor. Camera is same as oneplus 6 with some software improvements. Bigger battery makes a difference and I am getting 7 hours of SOT. A screen protector is pre-applied on the phone and comes with a silicone case in the box. Although it does the job but I would recommend to get a sturdy bumper case. No need to apply any tempered glass on the screen.
Hate the fact oneplus keep on increasing the prices for every new model and I fear it might reach that flagship price 40k+ very soon.
Overall I liked the phone and wish oneplus could launch it with more colors than just black.; Took the plunge and upgraded from my perfectly fine oneplus 3t. I was looking for a camera, storage and battery upgrade so 6t checks all the boxes. I miss the headphone jack as it's an inconvenience to carry that usb dongle everywhere. It comes installed with android pie and man it's buttery smooth. Thanks to oneplus community, software and user experience is something which oneplus takes very seriously. In screen Fingerprint sensor is pretty good but not quite as fast as the physical sensor. However the difference is minor. Camera is same as oneplus 6 with some software improvements. Bigger battery makes a difference and I am getting 7 hours of SOT. A screen protector is pre-applied on the phone and comes with a silicone case in the box. Although it does the job but I would recommend to get a sturdy bumper case. No need to apply any tempered glass on the screen.; Hate the fact oneplus keep on increasing the prices for every new model and I fear it might reach that flagship price 40k+ very soon.; Overall I liked the phone and wish oneplus could launch it with more colors than just black.",One person found this helpful,Helpful,0,Comment
ALBIN,Value for Money,4 November 2018,Size: 8+128 GB,Colour: Mirror Black,Verified Purchase,Awesome and Solid Mobile...; Awesome and Solid Mobile...,2 people found this helpful,Helpful,0,Comment
Amazon Customer,good phone,4 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,Bought phone on 2nd november. Very good phone. Value for money. Night mode photography is just awsome. Need to give selfie flash. overall very good phone. Speed is really good.; Bought phone on 2nd november. Very good phone. Value for money. Night mode photography is just awsome. Need to give selfie flash. overall very good phone. Speed is really good.,,Helpful,1,1 Comment
Rinki Agarwal,Real flagship killer,4 November 2018,Size: 8+128 GB,Colour: Mirror Black,Verified Purchase,"Simply awesome, cannot go anything wrong with OnePlus, premium look and user experience is top class of the likes of flagship Sony or flagship Samsung,
Don't expect such flagship experience from cheap models like realme or redmi; Simply awesome, cannot go anything wrong with OnePlus, premium look and user experience is top class of the likes of flagship Sony or flagship Samsung,; Don't expect such flagship experience from cheap models like realme or redmi",,Helpful,0,Comment
Divyagunaselvan,Type C bullet headset,4 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,When will I get type C bullet headset and when should I add that gift card ?; When will I get type C bullet headset and when should I add that gift card ?,One person found this helpful,Helpful,0,Comment
Bhushan Humbe,Superb..!,4 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,Excellent product. Fast delivery service.; Excellent product. Fast delivery service.,6 people found this helpful,Helpful,2,2 Comments
Ravindra Chauhan,Very good phone,4 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,Its very good phone. Its perfectly fit to its cost.; Its very good phone. Its perfectly fit to its cost.,,Helpful,1,1 Comment
Arnab,Awesome mobile,4 November 2018,Size: 8+128 GB,Colour: Midnight Black,Verified Purchase,Awesome mobile..nice camera and battery back up.very fast processors. A good deal within this budget; Awesome mobile..nice camera and battery back up.very fast processors. A good deal within this budget,4 people found this helpful,Helpful,0,Comment
Rohan Deshmukh,Smooth and Sexy... Just awesome,4 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,Smooth and Sexy... Just awesome; Smooth and Sexy... Just awesome,,Helpful,0,Comment
Akilan Jawahar,Best Ever..!,4 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,I bought it for my friend and got 1k amazon pay balance..! 😂 😂 😂; I bought it for my friend and got 1k amazon pay balance..! 😂 😂 😂,One person found this helpful,Helpful,0,Comment
L J Raajpurohit,Superb,4 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,Excellent Mobile deleverd on time; Excellent Mobile deleverd on time,,Helpful,0,Comment
Yogesh Dubey,Awesome phone and service,4 November 2018,Size: 8+128 GB,Colour: Midnight Black,Verified Purchase,"Loving it, Amazon courier service is also awesome, they delivered the phone withing 10 hours. Just awesome, 5 stars...; Loving it, Amazon courier service is also awesome, they delivered the phone withing 10 hours. Just awesome, 5 stars...",2 people found this helpful,Helpful,0,Comment
Amazon Customer,Nice phone Loved it,4 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,I love this phone supper smooth...and photos are perfect; I love this phone supper smooth...and photos are perfect,,Helpful,0,Comment
Priyaank Bansal,Superb,4 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,It's an excellent product; It's an excellent product,,Helpful,0,Comment
Stuti varshney,Amazing,4 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,Powerful performance. Improved camera and battery. I love it! It got delivered within 48 hrs!; Powerful performance. Improved camera and battery. I love it! It got delivered within 48 hrs!,,Helpful,0,Comment
Subhash Chandran,Amazing beast from Oneplus,4 November 2018,Size: 8+256 GB,Colour: Midnight Black,Verified Purchase,Super fast Super cool phone. In display fingerprint scanner is so futuristic. It’s time to embrace technology - time to use Bluetooth headphones & goodbye 3.5mm jack.; Super fast Super cool phone. In display fingerprint scanner is so futuristic. It’s time to embrace technology - time to use Bluetooth headphones & goodbye 3.5mm jack.,8 people found this helpful,Helpful,2,2 Comments
Nishant,Awesome,4 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,Awesome; Awesome,,Helpful,0,Comment
nikhil kumar,Superb Delivery by Amazon and amazing phone from one plus,4 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,Excellent phone from one plus; Excellent phone from one plus,,Helpful,0,Comment
Amazon Customer,Once again a Flagship from One plus,4 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,"Overall Nice phone with good battery,repsonsive fingerprint sensor & Nice camera.
100% worth for the money you spend; Overall Nice phone with good battery,repsonsive fingerprint sensor & Nice camera.; 100% worth for the money you spend",,Helpful,0,Comment
shashidhar,Good phone,4 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,Fingerprint detection is slow and there is a small air bubble traped under the screen guard; Fingerprint detection is slow and there is a small air bubble traped under the screen guard,,Helpful,0,Comment
Chaitanya,Zing zing amazing..,4 November 2018,Size: 8+128 GB,Colour: Mirror Black,Verified Purchase,Simply awesome.... performance packed phone.. battery backup is very good compared OnePlus 6...fingerprint on screen works flawlessly..; Simply awesome.... performance packed phone.. battery backup is very good compared OnePlus 6...fingerprint on screen works flawlessly..,,Helpful,0,Comment
Manjunath,Over heating I think compare with op5,4 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,"No more doubt this device will deserve 5 star. But yesterday only I received the delivery. While charging and playing the games it will reching up 44 degree Celsius. Present I am having both op5 and op 6t op 5 is very even charging or playing game it will not crossed the 34 degree Celsius.
But 6t is heating rapidly. Normal time it will in 33 c like only.; No more doubt this device will deserve 5 star. But yesterday only I received the delivery. While charging and playing the games it will reching up 44 degree Celsius. Present I am having both op5 and op 6t op 5 is very even charging or playing game it will not crossed the 34 degree Celsius.; But 6t is heating rapidly. Normal time it will in 33 c like only.",2 people found this helpful,Helpful,1,1 Comment
Sanju Kumari,Phone functions are nice but battery is dying very rapidly,4 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,"Phone functions are nice. Battery performance is not lasting good. Battery is dying very rapidly. I am changing full charge twice in 24hrs still battery is getting down to 19%. Most funny part is that I am hardly using my phone. This is very depressing after paying such a big amount (hard earned money) of Rs. 38000/- and battery performance is so much poor.
Spoken to the Amazon technical support for this. They have done some online test through some app and get to know that something is wrong with this phone battery and told me for the ""BRAND NEW REPLACEMENT PHONE"" on Monday 5th November 2018. I have received my phone on 2nd Nov and spoken to Amazon technical support engineer on 3rd Nov. Although I haven't received any email / SMS from Amazon yet. I can trust them on there words and will receive brand NEW REPLACEMENT PHONE on 5th November itself.; Phone functions are nice. Battery performance is not lasting good. Battery is dying very rapidly. I am changing full charge twice in 24hrs still battery is getting down to 19%. Most funny part is that I am hardly using my phone. This is very depressing after paying such a big amount (hard earned money) of Rs. 38000/- and battery performance is so much poor.; Spoken to the Amazon technical support for this. They have done some online test through some app and get to know that something is wrong with this phone battery and told me for the ""BRAND NEW REPLACEMENT PHONE"" on Monday 5th November 2018. I have received my phone on 2nd Nov and spoken to Amazon technical support engineer on 3rd Nov. Although I haven't received any email / SMS from Amazon yet. I can trust them on there words and will receive brand NEW REPLACEMENT PHONE on 5th November itself.",7 people found this helpful,Helpful,1,1 Comment
nagaraj s.,Awesome value for the money,4 November 2018,Size: 8+128 GB,Colour: Mirror Black,Verified Purchase,Phone is simply superb in all aspects...low light performance of the camera is outstanding...you simply cannot go wrong with this phone; Phone is simply superb in all aspects...low light performance of the camera is outstanding...you simply cannot go wrong with this phone,74 people found this helpful,Helpful,9,9 Comments
MAYANK SAREEN,The flagship killer arrives again!,4 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,"Those who were eagerly waiting for this to arrive, rest assured you won't be disappointed at all.
Indeed another flagship killer from one plus :)
Smother and faster as compared to previous versions. Battery easily lasted for 12 hours with heavy usage.; Those who were eagerly waiting for this to arrive, rest assured you won't be disappointed at all.; Indeed another flagship killer from one plus :); Smother and faster as compared to previous versions. Battery easily lasted for 12 hours with heavy usage.",,Helpful,0,Comment
Amazon Customer,Good product,4 November 2018,Size: 8+128 GB,Colour: Mirror Black,Verified Purchase,Very fast device never experienced this type of speed; Very fast device never experienced this type of speed,,Helpful,0,Comment
Saket K.,OnePlus 6t,4 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,"OnePlus 6t is perfect.
Delivered within 24 hours of placing order.; OnePlus 6t is perfect.; Delivered within 24 hours of placing order.",,Helpful,0,Comment
namrata jain,one plus 6t,4 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,It's beyond amazing....I m happy with my decision and also by this product; It's beyond amazing....I m happy with my decision and also by this product,,Helpful,0,Comment
Amazon Customer,Phone is good,4 November 2018,Size: 8+128 GB,Colour: Mirror Black,Verified Purchase,Awesome phone it is; Awesome phone it is,,Helpful,0,Comment
Akshay Jadhav,Speed you need,4 November 2018,Size: 8+128 GB,Colour: Mirror Black,Verified Purchase,No doubt the best as always.; No doubt the best as always.,,Helpful,0,Comment
sailatha,Audio issues,4 November 2018,Size: 8+128 GB,Colour: Midnight Black,Verified Purchase,Had audio issues . Asked for replacement; Had audio issues . Asked for replacement,7 people found this helpful,Helpful,1,1 Comment
SUCHIT K.,Amazingly Fast mobile,4 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,"Packaging : It wasn't good,Box was wrapped with bubble wrap that's it.
Delivery: It was quick as lightning, got it within 36 hours.
Product: It's a nice one by OnePlus. Superfast processing, Amazing camera, In Display finger print is also very good and responsive but sometime a bit slow. Look wise exactly as Oneplus 6 n the glass finish on back gives a premium touch to it.Using it for last 2 days overall I am quite happy with it.; Packaging : It wasn't good,Box was wrapped with bubble wrap that's it.; Delivery: It was quick as lightning, got it within 36 hours.; Product: It's a nice one by OnePlus. Superfast processing, Amazing camera, In Display finger print is also very good and responsive but sometime a bit slow. Look wise exactly as Oneplus 6 n the glass finish on back gives a premium touch to it.Using it for last 2 days overall I am quite happy with it.",,Helpful,0,Comment
Amazon Customer,Premium Beast,4 November 2018,Size: 8+256 GB,Colour: Midnight Black,Verified Purchase,The best phone in the market. Don't think twice. Just go for it.; The best phone in the market. Don't think twice. Just go for it.,,Helpful,0,Comment
Harsh,UPGRADE TO T,4 November 2018,Size: 8+128 GB,Colour: Midnight Black,Verified Purchase,"Absolutely stunned by the optic amoled touchscreen. The night mode and adaptive brightness is amazing. Sound quality is better as compared to earlier one plus series. The new striking feature finger print sensor and that too in built , one plus just nailed it !
Tried my hand first time on one plus smartphones and highly impressed with it.; Absolutely stunned by the optic amoled touchscreen. The night mode and adaptive brightness is amazing. Sound quality is better as compared to earlier one plus series. The new striking feature finger print sensor and that too in built , one plus just nailed it !; Tried my hand first time on one plus smartphones and highly impressed with it.",,Helpful,0,Comment
shourya,Features no one would tell you,4 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,"Switched from one plus x(A medium size phone) to one plus 6t.
Overall in my family there is a lot of varieties of phones such as Iphone 7 plus,Redmi note 5 pro, Samsung Galaxy s8.
But before this I was using one plus x because of of it's compact size and still some respectable speed.
If you comapare op 6t with a mid range device you would find out some really good differences.
Here are some of my extra features that nobody gonna tell you.
* Gaming mode- I loved it.
*It's UI is super fast you can't see any lag there
*Gesture mode is nice.
* Switching of apps is very fast and quick
* Nightscape mode is somewhat good rather than normal shot
* There is studio lighting in front camera while doing the flash on which gives you a warmer photo.
*Battery is larger than the op6 and full charging(10-100%) takes around 55 minutes.
* I have played 12 full games of pubg and still battery was 17%
Overall verdict:
If you are planning nto buy a phone that can live in the market for 2.5-3 years and you need a flagship ..this is the phone.
People will tell you buy the asuz Zenfone 5z or the Poco but trust me ..
You will love the op6t display cause it's amoled; Switched from one plus x(A medium size phone) to one plus 6t.; Overall in my family there is a lot of varieties of phones such as Iphone 7 plus,Redmi note 5 pro, Samsung Galaxy s8.; But before this I was using one plus x because of of it's compact size and still some respectable speed.; If you comapare op 6t with a mid range device you would find out some really good differences.; Here are some of my extra features that nobody gonna tell you.; * Gaming mode- I loved it.; *It's UI is super fast you can't see any lag there; *Gesture mode is nice.; * Switching of apps is very fast and quick; * Nightscape mode is somewhat good rather than normal shot; * There is studio lighting in front camera while doing the flash on which gives you a warmer photo.; *Battery is larger than the op6 and full charging(10-100%) takes around 55 minutes.; * I have played 12 full games of pubg and still battery was 17%; Overall verdict:; If you are planning nto buy a phone that can live in the market for 2.5-3 years and you need a flagship ..this is the phone.; People will tell you buy the asuz Zenfone 5z or the Poco but trust me ..; You will love the op6t display cause it's amoled",,Helpful,0,Comment
kiran,Good package with good performance,4 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,"A good package all together. It's a big upgrade for me from a basic smartphone. still exploring many features. Image clarity is good. Battery lasted for a day with mix usage of calls, WhatsApp,YouTube, FB, Insta, Google lens, photo, Google maps (8AM to 11PM with 31% and still going).; A good package all together. It's a big upgrade for me from a basic smartphone. still exploring many features. Image clarity is good. Battery lasted for a day with mix usage of calls, WhatsApp,YouTube, FB, Insta, Google lens, photo, Google maps (8AM to 11PM with 31% and still going).",,Helpful,0,Comment
vigneshGv,My first OnePlus :),4 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,"Been using it for past 2 days. Everything's great so far, especially the user experience and speed. In display finger print scanner is a bit slow or takes time to recognize. One won't even feel there's a notch and almost all screen is really cool. One thing that's not flagship grade will be the camera but it does a decent job.; Been using it for past 2 days. Everything's great so far, especially the user experience and speed. In display finger print scanner is a bit slow or takes time to recognize. One won't even feel there's a notch and almost all screen is really cool. One thing that's not flagship grade will be the camera but it does a decent job.",,Helpful,0,Comment
Rishabh,Flagship killer,4 November 2018,Size: 8+128 GB,Colour: Mirror Black,Verified Purchase,Awesome product love it 😍; Awesome product love it 😍,,Helpful,0,Comment
Suresh,Awesome,4 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,The phone is really awesome and battery backup is just too good... Battery charging is v fast. Amazon delivery was too fast overall happy and excited about the oneplus6t; The phone is really awesome and battery backup is just too good... Battery charging is v fast. Amazon delivery was too fast overall happy and excited about the oneplus6t,One person found this helpful,Helpful,0,Comment
Vibhor Sharma,Device good but invoice missing,4 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,Did not get a physical bill device is good; Did not get a physical bill device is good,6 people found this helpful,Helpful,1,1 Comment
Amazon Buyer,It's all the speed you need!,4 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,Amazing speed and classy looks. OnePlus has maintained their class with 6t. The only thing I miss is the lead notification light but for achieving this screen to body ratio I think it's acceptable.; Amazing speed and classy looks. OnePlus has maintained their class with 6t. The only thing I miss is the lead notification light but for achieving this screen to body ratio I think it's acceptable.,,Helpful,0,Comment
Vishal Thakur,Outstanding,4 November 2018,Size: 8+128 GB,Colour: Mirror Black,Verified Purchase,"It's just awesoommeeee , brilliant phone , nice camera , oxygen os is also very good . It's the beasttt ...; It's just awesoommeeee , brilliant phone , nice camera , oxygen os is also very good . It's the beasttt ...",,Helpful,0,Comment
Sonu Kumar,Superb phone,4 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,Very good mobile and delivery is on time.; Very good mobile and delivery is on time.,One person found this helpful,Helpful,0,Comment
Amazon Customer,The ONE you need,4 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,"Best investment one can ever make for buying a phone. The sheer firepower it gives is amazing. If you are here for best user experience, then this is the ONE for you.; Best investment one can ever make for buying a phone. The sheer firepower it gives is amazing. If you are here for best user experience, then this is the ONE for you.",,Helpful,0,Comment
Debmalya Sikdar,A mammoth is born,4 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,"This is absolute beast of a phone. Love every aspects of it. I find no issues with the headphone jacks and notification led. You need to get a little used to it. The speed is phenomenal. All in one, this phone is absolute love.; This is absolute beast of a phone. Love every aspects of it. I find no issues with the headphone jacks and notification led. You need to get a little used to it. The speed is phenomenal. All in one, this phone is absolute love.",,Helpful,0,Comment
Jay,True King of speed,4 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,"Everything of dis phone is more then perfect for its price range be it camera, battery life, display ,OS. YES Its the true King of speed it just breezes through everyday tasks nd some heavy media usage.; Everything of dis phone is more then perfect for its price range be it camera, battery life, display ,OS. YES Its the true King of speed it just breezes through everyday tasks nd some heavy media usage.",,Helpful,0,Comment
Disha Goyal,Awesome experience,4 November 2018,Size: 6+128 GB,Colour: Mirror Black,Verified Purchase,Delivery was very fast...it took around 1.5 days...the package was intact no problems what's so ever; Delivery was very fast...it took around 1.5 days...the package was intact no problems what's so ever,,Helpful,0,Comment
